ID,Group,Feature_1,Feature_2,Feature_3
ID189,B,2529.2344290313554,387.4811913332666,5049.7232120863255
ID365,B,2665.598732530729,394.9579641016056,5320.4771447261355
ID229,A,2598.9480384798726,398.02193930856174,5810.846825342955
ID321,A,2461.5938237766386,374.66158354912017,5516.1751161047
ID132,A,2605.401430725098,386.2855957178051,5880.35971717767
ID930,B,2588.652140120526,404.71723270500814,5169.838549632197
ID763,C,2480.2729569043177,409.04953330750175,-2056.164232858376
ID195,B,2801.1286261704777,377.9207539179369,5607.823345471751
ID268,B,2273.737906038487,417.1753596129259,4573.238566026838
ID824,A,2632.4001190719264,387.1175658963987,5958.195338301279
ID548,C,2486.3740399230005,367.65149034712647,-2113.799051085499
ID281,B,2468.3424416410408,394.7054984763014,4942.111782036776
ID698,A,2620.408562251363,407.6992856905015,5831.229012627015
ID734,A,2684.6422815755905,397.31926923660313,6057.32132770275
ID543,A,2500.267074375069,395.4795099916996,5535.2661920513565
ID605,B,2506.41507320313,420.9752780396869,5007.008922004509
ID973,C,2363.1769031156714,386.7582099665171,-1985.23045558038
ID373,C,2576.5917839215617,392.70997704686414,-2180.6826092858214
ID263,B,2628.8518915153486,403.3831130296734,5243.454530839869
ID429,C,2338.807683715631,392.82432066841466,-1949.09913564934
ID933,B,2634.2550702839903,380.3017018868605,5271.982652346574
ID609,B,2483.6907377104017,395.7595740835695,4970.784754104819
ID918,C,2285.5246568603875,388.3695745581544,-1878.5144522116996
ID896,A,2375.5503285063473,385.1063182349339,5188.350013695488
ID942,B,2464.215892892138,418.04883499065704,4931.4201986162325
ID713,B,2436.1158278667604,399.25902226830027,4873.681999029632
ID522,C,2456.3971008550043,402.09323909608116,-2019.2996911157707
ID925,C,2448.2108289309454,346.0982440345084,-2079.8335112412697
ID373,A,2473.915256307851,378.2983091059856,5520.506365646651
ID146,C,2659.6781263442663,391.3202154789896,-2272.710154847201
ID236,C,2753.8003945086084,378.887953648406,-2363.937752900886
ID238,C,2460.374299302159,390.20997208625533,-2093.166256094552
ID758,C,2601.5727497971147,418.09843138178235,-2181.8626604582805
ID383,A,2484.019110702561,425.5947916977799,5323.525728042471
ID107,C,2471.361149069976,415.3667717999695,-2032.7542870518357
ID682,B,2625.581543886291,408.94745572424574,5265.539444977692
ID723,C,2255.3708236100415,415.5834792417051,-1837.625432898965
ID184,A,2319.880359028585,393.6165398863046,4972.3887038871635
ID128,C,2649.9727549627887,412.06965819097377,-2245.25363713192
ID259,A,2223.2935196960425,380.2887080092297,4746.915894246929
ID464,C,2618.605977161811,410.61704497242863,-2203.0865742485876
ID564,A,2310.282817307494,433.6757229672793,4777.336221265636
ID615,C,2569.145261179622,379.2758200749246,-2172.2399174896314
ID378,C,2237.0223303114703,425.56896047004756,-1817.3785343899895
ID717,B,2486.0454683843273,361.1960272438026,4967.753365438843
ID888,A,2429.124518030279,427.11026663732633,5158.574906483096
ID241,C,2620.439636434447,394.0699640992297,-2218.509736320044
ID854,C,2487.8382968319415,399.02773875753616,-2091.1146783821187
ID151,B,2285.0629786614372,399.5235902063558,4575.518502978687
ID288,B,2458.9900612551137,398.45950141005557,4936.750325261786
ID643,B,2670.9411161335465,395.2729600453628,5346.705618774228
ID153,C,2611.529374296669,381.1106188053837,-2226.7421019912777
ID747,B,2627.4848297232484,397.0476904384681,5237.687017724079
ID691,B,2329.089733489098,367.1002790820832,4656.624926259069
ID158,B,2478.482065812665,384.55548878044215,4944.392374990487
ID395,B,2061.7660552821258,379.88703621446683,4122.550285308598
ID117,A,2589.6776198838397,396.7851325927341,5781.266473283455
ID657,B,2555.8162929814234,411.40154140857675,5113.5948867114475
ID660,B,2270.9082364209794,384.82599615123917,4547.900133532989
ID627,C,2616.8919501849123,371.8550647361648,-2229.919064147165
ID735,C,2585.3175822985554,411.7773978967396,-2172.580903674689
ID563,C,2609.1126480623566,393.6529553878721,-2207.759541822969
ID462,B,2548.0061663737692,390.76348812175826,5083.593240055171
ID157,A,2393.7777493969547,389.80326414484904,5221.608703895976
ID368,C,2494.643023080133,367.25479208092474,-2140.9525633521635
ID319,A,2530.096143410382,403.48331566873,5564.607105768701
ID292,A,2658.2366770857384,373.46256639358853,6099.97458694869
ID139,C,2370.967986973579,393.84487953842984,-1948.2282052016155
ID540,A,2348.363713877714,402.92397490708044,5035.191829296432
ID426,A,2155.8581389167143,423.5938431177317,4343.595986699193
ID170,A,2494.524406715041,407.9186269166197,5433.824582004648
ID868,B,2202.915165199226,413.80540915670053,4412.148002745205
ID247,A,2554.51033941399,393.7624807567891,5714.415554608301
ID199,B,2594.5001765082843,397.15352321672043,5185.432123139729
ID113,A,2500.905090276453,402.65597167690487,5473.958858321657
ID144,C,2414.538488288956,419.29815745322975,-1984.8370019638353
ID470,A,2423.477056350274,367.90702403632247,5434.56088540304
ID460,A,2614.004786810505,393.8051814556825,5856.805894444847
ID687,A,2657.552572586511,404.5751080899471,5946.900611987751
ID125,A,2556.035216778217,405.4306701203981,5647.071934160755
ID731,C,2689.1673892879435,415.6636518606005,-2272.1106305975163
ID370,A,2723.0620421381573,378.5342314391322,6268.683534257135
ID297,B,2488.9020828645907,394.71169702615305,5006.889677243063
ID535,B,2369.4196381298584,405.6283969668977,4724.347600981606
ID227,C,2422.815245090299,410.4731159069262,-1999.9671504907044
ID826,C,2577.2912523895534,367.1205594606592,-2193.964973468164
ID273,B,2621.6302682199926,385.8655656117279,5232.027904320521
ID245,B,2372.395409166053,404.3015198689143,4754.625161057043
ID785,A,2680.376135783628,398.6170250679155,6048.092903069984
ID768,C,2326.5156906837847,400.6545353800967,-1939.9206717019317
ID856,A,2696.688768831919,412.1341045787274,6038.200611120722
ID464,C,2491.6618074789035,375.39519408246275,-2105.750072185308
ID519,A,2563.082636845619,392.9016502986494,5719.993760931238
ID953,A,2494.4701091108814,417.037542960695,5401.011399119647
ID593,A,2398.776450070428,382.4184694647733,5266.5248181341485
ID584,C,2326.879599358035,407.2494357980398,-1927.089049810604
ID580,B,2562.342735018744,383.8675858406035,5107.430565987364
ID809,A,2273.2280150950937,363.01343226913866,5001.032883576166
ID221,A,2239.05048777501,406.7972396388615,4686.0023187568295
ID616,C,2559.20574216369,409.7475064840679,-2157.579572620131
ID631,A,2377.9473427715166,405.3306426390968,5113.255117585546
ID956,A,2703.6715011131237,396.8620410856113,6128.9813519105155
ID874,C,2413.352241586531,428.70301435129664,-1984.260815069625
ID235,A,2587.0520675579287,411.2660270459035,5729.67951926958
ID372,C,2336.5405032623257,408.6486695449326,-1937.3676408750052
ID736,C,2187.1587052107793,389.99266427375164,-1798.0352948600637
ID513,A,2466.5313014223475,421.8215971306075,5308.002867925999
ID407,C,2771.7765257227693,428.0499932722683,-2330.4204510113896
ID301,C,2390.584931062481,368.64652238470893,-2037.4225189483611
ID521,B,2453.8248933208615,411.58723610757545,4923.15508299453
ID738,A,2629.3474538828664,411.72784700292345,5840.421550645608
ID153,C,2411.334561698148,403.0691429379699,-2002.5917648769075
ID118,B,2506.2841835437425,443.7774076153889,4999.02629972067
ID656,B,2711.7172849913422,401.70104567108206,5420.3018789974885
ID875,B,2444.3253540964793,429.9627041062824,4897.664269992179
ID250,A,2780.942236279978,382.1786695748654,6425.765609643316
ID600,C,2528.2159492110713,366.34579859534114,-2195.507355463374
ID916,C,2511.27872531863,396.91688143652146,-2099.6021313382494
ID996,B,2381.860958687815,405.2422548208819,4754.932178360619
ID683,C,2486.001580849209,394.48195645418406,-2101.2288611471236
ID521,B,2519.5005295648934,412.56133966675577,5022.395868400364
ID156,C,2289.0745816730328,378.8255213827105,-1896.2596014603425
ID408,A,2460.225398387555,397.3585400210685,5368.862127842919
ID771,B,2446.2706704899206,379.9526716743139,4887.556214262686
ID153,B,2493.924517384841,398.7980112372785,5000.736662784997
ID894,B,2504.612308435031,423.4377364245836,5016.512748520076
ID416,C,2534.0822658679303,361.08490665015603,-2154.855195110034
ID556,C,2415.9452810275375,379.0058985069988,-2046.1388613817082
ID366,A,2367.8222809040503,410.48536645483347,5044.843742792807
ID675,A,2371.03607858593,392.94864001998747,5167.256868258154
ID951,C,2569.210539538462,417.4900198749039,-2154.1844704848645
ID190,C,2568.7361497082425,405.20634085520254,-2156.584963263043
ID426,B,2582.6561698415176,421.7254948828173,5164.166261910073
ID926,B,2393.091039598262,396.51759045348274,4787.465074917763
ID721,A,2400.4750967023538,416.3538113780175,5135.846619537587
ID993,C,2393.3813713456893,384.45222070220655,-2007.9736700176454
ID512,C,2303.776630679565,388.91080679030983,-1916.768867969004
ID140,C,2583.7616675883155,382.2283881557805,-2171.3324279674807
ID257,C,2530.223861778992,396.2168547032261,-2121.595449315207
ID243,C,2520.592022147485,407.7927917550001,-2115.798551564123
ID496,B,2270.6872356867857,402.3654887795997,4536.538834729933
ID500,C,2541.7548621209053,386.06733555341043,-2142.8515059414567
ID784,A,2412.134818386253,419.4603985931968,5150.643156755769
ID294,B,2286.598228884253,387.7297445921504,4574.339760021619
ID439,B,2514.2040700203715,396.1424061000634,5031.423103096286
ID786,A,2756.3762925485826,413.24960250318173,6191.764484803538
ID928,A,2588.4276504801155,408.3149672067721,5707.394923077047
ID629,C,2334.559278346427,419.02820188659297,-1914.531885179124
ID853,B,2513.454260149327,404.785186907789,5032.982731793563
ID437,A,2273.1158485160477,391.9360222591428,4848.654951684537
ID137,B,2565.0607284549405,398.478134004034,5135.073384008287
ID350,B,2395.2654577707344,404.47519031323117,4795.650259804089
ID894,C,2454.10762164656,404.9541541534505,-2081.130359613429
ID711,A,2540.5867754226915,409.04740669968953,5572.3211044392465
ID318,A,2653.485414716878,381.51784441485574,6043.327111026491
ID478,A,2808.6208814168626,382.10323808416126,6533.480331376389
ID599,A,2757.116533861596,381.63125171640854,6353.526529007477
ID890,B,2498.5415959034412,384.34251701262895,4998.132159822914
ID328,C,2655.570474714465,391.84130191972537,-2249.796271399278
ID682,A,2923.503947157561,405.4428195961856,6731.015912143143
ID293,A,2679.7953235640202,399.58042019708023,6043.228432596152
ID807,B,2305.8619757656975,393.640926317255,4620.550971854777
ID451,C,2446.9229201537532,379.70411175845925,-2065.696811848441
ID482,B,2472.8740213566016,388.56133875774657,4941.501363493153
ID423,C,2419.330241868517,399.94008687883723,-2009.8052482002477
ID758,A,2740.668917739721,420.714204427764,6147.7854152318205
ID187,A,2567.284626331806,390.33686941195117,5759.596773899054
ID695,B,2269.003780586056,396.660505728921,4528.401094851611
ID794,C,2511.067256822012,388.05489849794077,-2109.730798143204
ID537,B,2547.5672488566984,411.38227990344495,5101.44947553977
ID320,A,2539.48932242583,421.27501202796645,5508.754289364636
ID356,A,2589.376160259457,429.5535382715714,5628.624354989909
ID150,B,2438.748748849133,392.1745152190985,4863.115041630007
ID235,C,2427.585717277772,405.4747747055433,-2021.7379571584534
ID968,C,2643.4013105643803,393.48793653897116,-2233.811347299578
ID120,A,2724.5658318703154,431.21416109312435,6019.239068135549
ID526,B,2533.124684337485,385.57009442637496,5059.485690118689
ID130,B,2441.668708988086,414.2576208544769,4876.98505086964
ID714,C,2403.096892757101,406.0259686992598,-2015.4225105051792
ID793,C,2357.9421885815177,384.4997889690307,-1984.654849323791
ID235,A,2271.068330312206,391.3116082818701,4860.782934668902
ID850,C,2601.2717720419723,409.27356828253835,-2199.543306209224
ID179,B,2383.5233433657595,389.85610868531444,4759.136134609614
ID488,B,2501.9908920254607,404.6942055474324,5007.923181908445
ID708,C,2481.7137415425586,404.2014241766418,-2071.261665803979
ID994,C,2520.7807939026943,409.61160753937423,-2145.636670936999
ID214,C,2598.6653479055067,386.6392714874706,-2202.4701057668067
ID417,A,2424.082154716427,405.6135250875186,5239.868246656936
ID763,C,2676.871055816894,383.62456641341004,-2306.9537613696893
ID822,B,2444.90810719231,392.04587402002187,4888.211668244318
ID421,A,2465.3034325483914,417.67452250196243,5303.748859074406
ID757,C,2444.985493958616,401.65263977923394,-2041.4034870510711
ID412,C,2538.5965328149546,379.13281406982077,-2152.9007167176724
ID380,A,2403.5562501322293,378.8925438640696,5317.255484346908
ID584,C,2471.183522961362,368.93950995006,-2097.9153287353115
ID418,C,2445.478097272023,383.5170904536468,-2069.388562771024
ID594,A,2587.4024199644896,416.5406988075116,5678.654331934404
ID537,C,2187.4144709040456,413.7309746293547,-1770.6834062021273
ID455,A,2267.6197850643057,394.4362828703834,4836.215935603147
ID122,C,2436.4960255297533,416.90853532847336,-2010.4236687530456
ID350,A,2618.6806780234183,378.17498449581035,5953.101999928396
ID568,B,2452.7753967043045,383.8139707754202,4914.557250848024
ID419,A,2397.046413891957,397.75493296592316,5200.092806333196
ID389,A,2524.7377663056973,414.58328187985177,5494.728603646201
ID321,C,2778.048568653032,381.4683741750039,-2407.505913405212
ID670,C,2616.7566361394274,413.96332039236876,-2191.89330635201
ID681,C,2626.4541108581075,389.8259235400231,-2229.497209057022
ID776,B,2750.1066098161696,395.8310160532384,5492.032488837268
ID886,C,2514.876054854875,386.4999137903595,-2140.3263328943576
ID554,A,2454.0225766486014,388.7560454512525,5426.499027140443
ID147,A,2214.8567556650414,418.6571542757301,4571.790335431668
ID242,A,2277.0981466817543,397.02016924895685,4852.054943801444
ID772,C,2379.2130731043007,380.71792153933853,-2003.5602537349087
ID590,C,2250.9143415572685,385.86204215118124,-1870.0428035545974
ID237,C,2477.621585975986,404.1337305507322,-2100.9559040542786
ID252,A,2425.514097710529,390.14417629047307,5342.869707282151
ID510,C,2435.067937525802,402.21286905316447,-2029.480768337866
ID413,A,2439.9527171109285,392.30124014643565,5373.069636566948
ID837,A,2393.4696978079432,393.01945071496044,5192.441957237712
ID103,B,2435.100490824086,362.87639446957905,4862.927532483424
ID519,C,2476.3164626088865,421.0185258020617,-2051.280851432316
ID755,B,2420.178053437639,381.37077636839723,4845.744566125115
ID859,B,2720.857248241488,413.52675832042337,5429.355777889205
ID891,C,2850.4654078235067,391.19056228239987,-2479.0163160412717
ID766,A,2415.2883502498935,412.6978431347334,5175.294913058255
ID304,A,2165.2677651371355,415.1606124974002,4415.215851719717
ID991,C,2643.5112422404973,430.8072504264275,-2219.5421440467435
ID259,A,2671.1109696729827,421.58228359065083,5874.610720197398
ID729,C,2786.648807066117,430.5641660266915,-2342.737040490451
ID852,A,2524.6075343207904,410.9719602486121,5524.569181391383
ID901,B,2617.4424616673637,404.225120766548,5228.2066676441655
ID685,B,2325.8160347150933,376.75893994932994,4634.630008070179
ID241,A,2592.969692668436,415.2583110393127,5690.638971631077
ID565,B,2753.7502892245666,417.5681040341073,5521.024473244362
ID537,C,2779.169142692415,400.4589780021675,-2373.4192957111013
ID178,A,2592.088753003416,426.71402684142527,5656.740888828833
ID257,A,2227.90439881592,403.04060691788453,4666.639905906647
ID886,B,2327.142133317787,404.36427022019393,4666.708475093203
ID102,B,2368.457118944682,425.14702882554786,4755.953804434736
ID461,A,2694.1620857383573,386.6242181123167,6142.589506627699
ID558,C,2790.897682512441,417.80008333726414,-2366.0468584398127
ID271,A,2336.336405160613,373.99233363977675,5155.4668810556
ID321,B,2644.324672738436,364.7383335047649,5312.20426367475
ID374,C,2343.9245741675563,390.0123304270101,-1968.2423944405105
ID224,C,2441.9495921898356,396.02489313172,-2049.8193607736935
ID206,B,2405.1361550573924,398.61643449972337,4814.290292345203
ID904,C,2439.4213092457126,396.1027993213069,-2041.404526241827
ID680,A,2533.890140059346,414.85859793510434,5523.870023641107
ID300,A,2230.530381473017,407.9236011864034,4644.830226450327
ID249,A,2644.507864167398,394.211772497371,5980.912941773718
ID863,A,2467.246666833567,385.39922817037177,5456.71579230152
ID274,C,2428.989187004578,384.4727785556387,-2033.7705557486563
ID535,A,2557.827514403564,402.5907940928059,5661.122361469006
ID308,A,2609.0611138698914,401.837267309255,5792.366451946756
ID956,A,2657.650955427889,405.1281533148266,5939.479193807267
ID703,B,2421.3074929750833,413.98466401061825,4857.76812418131
ID368,C,2637.8985977299944,403.99482394391566,-2230.6111631929784
ID162,C,2392.008336304424,399.10948770723815,-1998.5090039816048
ID137,B,2657.655039453123,426.5186266931288,5323.308414667824
ID980,A,2574.4858811879417,382.9905321683307,5803.923990129106
ID823,C,2476.021787175375,361.55082065556434,-2091.371316435599
ID549,A,2246.3433479227747,416.49473060794367,4663.963234719017
ID975,A,2606.92736347686,387.24773584984877,5869.712252911447
ID466,C,2623.447965362781,401.80269015222814,-2240.425457385949
ID998,B,2526.8077367845244,411.94277196104963,5062.948168907169
ID474,B,2573.557806321105,402.71989990935515,5152.7239854815425
ID559,C,2332.1892570188775,393.4951796968271,-1945.7593011857462
ID265,A,2684.636527423589,413.29356059674615,6000.522763232897
ID349,C,2638.7289539721446,392.84834329308666,-2257.6764896656623
ID876,C,2366.426971537766,402.7239912976805,-1974.6795852260173
ID516,C,2428.68703909838,391.2244972307334,-2047.6149230785456
ID910,C,2860.522118064022,399.83258348719824,-2465.054597671407
ID261,A,2395.2698305385106,385.2855464448211,5268.656490686126
ID321,A,2372.4111212157013,411.6096549810839,5067.936392556612
ID683,A,2488.852942770009,412.64710523551673,5393.215782015474
ID172,A,2668.0716344424677,397.02004795068166,6030.150499623643
ID523,B,2662.6815532612227,444.39291298195485,5337.2156859253955
ID343,C,2509.930426057641,390.2009032834977,-2106.795128526137
ID183,B,2539.158325154311,398.107405856154,5080.9384719178015
ID104,A,2570.4181670271128,405.8268831018741,5664.7429602205975
ID543,A,2531.3582271471905,399.6129589073192,5574.778928009055
ID850,C,2676.1646773018083,415.9934046902929,-2262.049775328324
ID495,B,2741.636818519301,387.9647702684006,5494.805073637845
ID786,C,2540.612910982834,406.47607163754384,-2130.4718485709295
ID671,A,2362.955704287874,398.6965849536033,5078.785973726461
ID408,B,2298.366173374625,410.027736301459,4580.61855952156
ID763,A,2501.563191550239,388.27061288391536,5562.532265276358
ID933,C,2835.9347536050477,399.53738618101994,-2437.5359540914624
ID223,A,2630.2125031888995,357.4903883682403,6092.541324037118
ID693,A,2588.1208671553695,392.80682308874566,5783.131756785456
ID267,B,2331.62471577805,373.80523486070155,4646.684046108571
ID445,A,2458.6612583200513,421.98358669898687,5261.305071030544
ID364,C,2556.2355296780947,393.6076921592515,-2164.30172971255
ID922,A,2560.6456344859293,391.639650326001,5733.703647774909
ID210,A,2487.300065640616,398.7972184462121,5458.13559104174
ID920,B,2458.2595384254687,393.7221654736463,4902.162055178722
ID897,C,2697.379645019981,411.41517333938515,-2261.5049458495064
ID738,A,2598.3846208129344,409.63588461975513,5739.126434656829
ID516,C,2372.551380176669,395.9166897802626,-1986.3952104210775
ID780,C,2254.745592875869,391.11716456643904,-1897.211022855078
ID532,A,2619.1612594650455,403.66619119924184,5845.363404069138
ID676,B,2531.1607553204735,400.73425286519097,5060.8957292660325
ID593,C,2752.393659609372,389.69884260606824,-2358.0597868706227
ID132,A,2327.940026848124,384.1802325991252,5069.464443376853
ID652,B,2369.047340846412,415.3617321050626,4751.027310324183
ID948,A,2455.9801549062563,392.50149767077,5414.292412073507
ID547,A,2375.789970214933,399.60805586065777,5141.676786475583
ID423,C,2627.1577767197896,398.7970135069161,-2237.5075164571563
ID952,C,2551.4751972289623,397.59419938056686,-2152.6368678775493
ID311,B,2359.0228055044663,414.482266911976,4711.875019408472
ID634,C,2747.519436751073,377.90069430090864,-2363.5929338913006
ID546,A,2408.7703732512778,425.9892598253725,5096.180143477707
ID240,C,2421.266731931488,402.0040686905891,-2012.7271745586602
ID638,C,2389.5238433217123,398.4040485265901,-2002.0134915058206
ID483,A,2710.9071425128,388.47645226161086,6199.7027350026865
ID730,C,2833.120928493761,390.6882227636646,-2437.398810020693
ID226,C,2585.00848524367,377.76000986934747,-2230.9788611186746
ID926,A,2564.1070812739936,402.6740955334504,5685.6781930153475
ID993,A,2389.3822675265883,394.6056780326537,5191.767911273544
ID822,A,2386.329581177266,385.61885898630857,5247.3712039691045
ID906,C,2297.370067323119,416.69847446961563,-1868.6870138656031
ID106,C,2395.1434218491813,394.98310173577494,-1981.266074636301
ID232,B,2576.374794454194,398.2021226922311,5149.422127509438
ID998,B,2530.3541117936934,368.32154403258386,5073.617962057058
ID182,C,2555.0677226046514,390.58617290163465,-2162.5911833150603
ID395,A,2566.8895172743682,423.63290346569363,5591.851784292964
ID766,C,2310.7701417631856,430.2115749452366,-1894.6357708153423
ID174,B,2026.6977979547778,390.2319043815737,4063.9989870706386
ID217,B,2441.893446045608,378.26584595117555,4867.364054374294
ID650,C,2569.054415691325,382.90350663131846,-2192.125338894222
ID820,C,2422.7495334164814,398.6777152610342,-2028.5308279965377
ID372,B,2555.7327420851684,387.73749617957844,5108.621899714812
ID687,B,2512.617656658024,388.1161398960657,5005.1177955315525
ID384,A,2654.881083775162,375.01502469350277,6082.260943587752
ID267,C,2641.9148555214624,376.2042420135196,-2248.100622893405
ID986,C,2399.210363320097,391.80951140318814,-2000.7577470335211
ID327,A,2466.8691823784075,399.5157600713174,5383.562192874238
ID507,A,2366.092472526574,404.09983021675185,5072.837971356017
ID685,B,2515.498413410116,385.9863650103625,5042.863220787215
ID303,A,2555.4906238786316,395.2565512309954,5663.246817449822
ID911,B,2585.313086727833,387.66691476606815,5170.755603158891
ID888,B,2718.12482034231,384.1442525295965,5454.736629191688
ID417,C,2248.3249877053495,393.49397275153257,-1860.3390119491369
ID285,A,2417.9888300432567,405.98203246795134,5245.679414867576
ID346,C,2439.2239404765933,386.9993760964611,-2037.966529779302
ID549,A,2670.8700447083397,411.60936732853025,5938.637908795537
ID944,B,2475.095644411908,421.6656899571134,4971.914553667677
ID332,C,2695.33654628951,363.1363940968082,-2320.966653292839
ID871,A,2434.5373255199197,399.9065435615241,5303.997159619588
ID828,A,2797.8260916971976,408.6433593144469,6354.992156125529
ID575,B,2573.14087032708,397.72297234622596,5145.539506617574
ID152,A,2761.707499041792,385.67535685253966,6364.755758992578
